alternative_id,probabilities,multiplier
200,0.000332246,0.575630252
201,0.000285394,0.620155039
202,0.00021167,0.506849315
203,0.000300808,1.142561983
204,6.87E-05,0.790697674
205,0.000286174,1.797235023
206,0.000229144,2.885714286
207,0.00029451,0.704633205
208,9.02E-05,0.316129032
209,0.000226665,0.460227273
210,0.000284957,1.049757282
211,0.000229495,0.496932515
212,0.000384983,0.965517241
213,0.000384565,0.892405063
214,0.000331112,0.835420394
215,0.000153137,0.047619048
216,0.000254658,1.555555556
217,0.000233116,0.55
218,0.000286234,0.674846626
219,0.000393191,0.680884676
220,0.000396326,0.860082305
221,0.000473411,0.728434505
222,0.000543089,0.944043321
223,0.000395022,0.593220339
224,0.000361632,0.707792208
225,0.000393445,0.815642458
226,0.000311995,0.684210526
227,0.000401171,0.911708253
228,0.000319587,1.235632184
229,0.00027061,0.827586207
230,0.000182699,0.707692308
231,0.000229767,0.813793103
232,0.000159178,0.420382166
233,0.000195376,1.547619048
234,0.000221935,0.237442922
235,0.000361225,2.629190304
236,0.000332356,0.824104235
237,0.000447587,0.920736589
238,0.000287209,0.395833333
239,0.000377093,0.363881402
240,0.000498004,0.908361204
241,0.000275825,0.340206186
242,0.000434069,0.690163934
243,0.000312119,0.280373832
244,0.000329357,0.935185185
245,0.000350348,0.678233438
246,0.00031146,0.922580645
247,0.000407959,1.046153846
248,0.000290619,0.541158537
249,0.00020746,0.650711514
250,6.47E-05,0.333333333
251,4.14E-05,0
252,0.000270583,0.995759717
253,0.000115409,0.35
254,4.32E-05,0
255,0.000242875,0.944444444
256,0.00022541,0.302083333
257,0.000430337,1.082474227
258,0.000349139,1
259,0.000316909,0.574626866
260,0.00024622,1.072765073
261,0.000203083,0.642857143
262,0.000153961,3.054794521
263,0.00029853,0.866515837
264,0.000177096,0.306451613
265,0.000178074,0.263736264
266,0.000211659,1.456804734
267,0.00026352,0.936548223
268,0.000339649,0.916286149
269,0.00024771,0.702544031
270,6.35E-05,0.285714286
271,0.000183497,0.259259259
272,0.000219584,0.624113475
273,4.11E-05,0
274,9.93E-05,0.243902439
275,0.000256742,1.113117871
276,0.000199558,0.655737705
277,0.000311087,0.861271676
278,8.80E-05,0.67114094
279,0.000190988,0.702857143
280,0.000391077,0.577172503
281,0.000353445,0.473404255
282,0.000297411,17.26415094
283,0.000399581,0.646376812
284,0.000231381,0.5
285,0.000186474,0.246575342
286,4.71E-05,0
287,0.000837345,0.769177609
288,0.000590257,1.062409289
289,0.000753824,1.351040763
290,0.000790225,0.489256198
291,0.000210687,0.444126074
292,0.000315194,4.888146912
293,0.000476673,0.861755802
294,0.000326594,0.408866995
295,7.63E-05,0.461538462
296,0.000288719,0.32231405
297,0.000326791,0.556016598
298,5.42E-05,0
299,9.41E-05,0.645833333
300,0.000938892,0.712690355
301,0.000786705,0.316764954
302,0.000685852,0.527233115
303,7.01E-05,0.093023256
304,6.85E-05,0.985806452
305,0.000358501,0.980028531
306,0.000590938,0.689860835
307,0.000714151,0.574117647
308,0.000396097,5.779104478
309,0.000306916,0.155172414
310,0.000337209,0.371084337
311,0.000418033,0.885527392
312,0.000323603,0.36
313,0.000285704,0.976653696
314,4.17E-05,0
315,0.000204174,2.426829268
316,0.000205096,0.568376068
317,0.000375892,0.325342466
318,0.000405143,0.604904632
319,0.000315435,0.418067227
320,0.000296732,0.07618394
321,0.000305191,0.666666667
322,0.000175387,0.571428571
323,0.000252593,0.759259259
324,0.000368431,0.612345679
325,0.00033586,0.992432432
326,0.000329982,0.588957055
327,0.000279362,0.194860814
328,0.000296025,0.736077482
329,0.000337244,0.2375
330,0.000224031,0.393548387
331,0.000291662,1.038147139
332,0.000236338,0.582210243
333,0.000141034,0
334,0.000195095,0.225806452
335,0.000366133,0.923312883
336,0.000352179,0.855513308
337,6.44E-05,0.636363636
338,0.000221937,0.374301676
339,0.000299838,0.76056338
340,0.000212997,0.697777778
341,0.000321307,0.545977011
342,0.00024323,0.555555556
343,0.000395754,0.542406312
344,0.00033303,0.103189493
345,0.000244216,0.368990385
346,9.60E-05,0.790322581
347,0.000325336,0.700534759
348,0.000230857,0.67281106
349,0.000334422,0.502702703
350,0.000486412,0.720873786
351,0.000401615,0.831265509
352,0.000408865,0.853391685
353,0.000388605,1.263823065
354,0.000397435,0.801574803
355,0.000419408,0.810447761
356,0.000269371,0.88209607
357,0.000382835,2.027149321
358,0.000337322,0.864864865
359,8.67E-05,0.101626016
360,0.00045376,0.989270386
361,0.000279147,0.766863905
362,0.000304639,0.986187845
363,0.000383753,0.778217822
364,0.000301833,0.706723891
365,0.000378981,1.405063291
366,0.000232771,0.81443299
367,0.000478348,0.848797251
368,0.000354411,0.958974359
369,0.000439599,0.851752022
370,0.000384572,0.985239852
371,0.000370769,0.3375
372,0.000395856,0.862979258
373,0.000517132,0.442196532
374,0.000551266,0.966437632
375,0.000527631,0.957618567
376,0.000387893,0.893713372
377,0.000451367,0.689542484
378,0.000478052,0.790983607
379,0.000481742,0.658081705
380,0.000418471,0.856041131
381,0.000433351,1.032460137
382,0.000238126,1.010288066
383,0.000361399,0.930312099
384,0.000284291,1.090247453
385,0.000240337,0.952879581
386,0.000250745,1.17257319
387,0.000393805,1.146394756
388,0.000339216,0.976117575
389,0.000294313,1.050236153
390,0.00023052,1.046428571
391,0.000231624,1.134693878
392,0.000421475,1.052842809
393,0.000253147,0.893305439
394,0.000286683,2.138749101
395,0.000436754,0.696055684
396,0.000544544,1.888382688
397,0.00032514,0.797101449
398,0.000368885,0.898550725
399,0.000330372,0.501886792
400,0.000198926,0.211640212
401,0.000343147,0.213340122
402,0.000857215,0.174055829
403,0.00059673,1.095923261
404,0.000686082,0.798941799
405,0.000645258,0.109589041
406,0.000285985,0.6900369
407,0.000283312,0.848148148
408,0.000161037,0.067567568
409,0.000379854,1.083809524
410,0.000199339,0.873831776
411,0.000187103,0.668918919
412,0.000346175,1
413,0.000316498,0.824380165
414,0.000359826,0.93115942
415,0.000198084,0.861648016
416,4.69E-05,0
417,0.00015055,0.721627409
418,4.18E-05,0
419,0.000316447,2.724489796
420,0.000562208,0.873831776
421,0.000472949,0.974468085
422,0.00044346,1.326563769
423,0.000332054,0.928421053
424,0.000246085,0.904176904
425,0.000265135,1.076825235
426,0.000165744,0.036363636
427,0.000144819,0.391891892
428,9.37E-05,0.867132867
429,8.98E-05,0.956989247
430,0.000402415,0.421828909
431,0.000414295,0.807495741
432,0.000273992,0.727272727
433,0.000317745,1.021578648
434,0.000230595,0.840220386
435,0.00029444,0.455696203
436,0.000271992,0.13372093
437,0.000252179,2.829411765
438,0.000458741,1.004889976
439,0.000349366,1.099821747
440,0.00029486,0.831134565
441,0.000328502,1.456140351
442,0.00044067,0.837320574
443,0.00028146,0.931547619
444,0.000521996,1.53909465
445,0.000360077,1.493333333
446,0.000263608,0.602836879
447,4.20E-05,0
448,0.000123399,0
449,0.000303216,0.737373737
450,0.000422098,0.994040524
451,0.000424455,1.6
452,0.000352143,0.480392157
453,0.00042284,0.65270936
454,0.000327525,1.093075205
455,0.000310687,1.383773929
456,0.000359102,1.011958146
457,0.000366282,0.96728972
458,0.000103747,0.984962406
459,0.000342105,0.879518072
460,0.000371273,1.096590909
461,0.000438021,0.754469607
462,0.000429517,0.549253731
463,0.000413833,0.897196262
464,0.000457765,0.772563177
465,0.000442236,0.704467354
466,0.000235702,0.46875
467,9.30E-05,0.859649123
468,0.000474682,0.684306569
469,0.000394468,0.75177305
470,0.00050318,1.57472067
471,0.000465868,0.800243605
472,0.000479554,0.812741313
473,0.000302591,0.739583333
474,0.000397523,0.775641026
475,0.000502146,0.734939759
476,0.000351015,0.767295597
477,0.000419492,0.61965812
478,0.000520341,0.76357268
479,0.000788922,0.754291845
480,0.000665829,0.727810651
481,0.000585417,0.872294372
482,0.000568048,1.063888889
483,0.000389072,0.705882353
484,0.000630316,0.875145858
485,0.000447735,0.757990868
486,0.000568046,0.383512545
487,0.000289104,0.722929936
488,0.000312794,0.987220447
489,0.000189079,0.454545455
490,0.000325968,0.624413146
491,7.16E-05,0.549019608
492,0.000372638,0.737349398
493,0.000392293,0.767088608
494,0.000356289,0.641752577
495,0.000395829,0.82320442
496,0.000277695,0.371527778
497,0.000393829,0.834615385
498,0.000323614,0.810810811
499,0.000147199,0.8
500,5.54E-05,0.875
501,0.000237759,0.418918919
502,7.64E-05,0.736842105
503,0.000320711,0.807881773
504,0.000478104,0.854599407
505,0.000624206,0.752717391
506,0.000554962,0.911406423
507,0.000293974,0.440559441
508,0.000515995,1.069503546
509,0.000226114,0.457317073
510,0.000371968,0.985611511
511,0.000475961,0.97492163
512,0.00024398,0.794117647
513,0.00039141,5.444162437
514,0.000422186,1.275646744
515,0.000510398,1.624573379
516,0.000385824,0.492063492
517,0.000410225,0.87195122
518,7.48E-05,0.951219512
519,0.000329771,0.728222997
520,0.000424729,1.15625
521,0.000378195,0.758853288
522,0.000393008,0.865125241
523,0.000334886,0.931239389
524,0.000395567,0.961267606
525,0.000344828,1.239336493
526,0.000538364,1.092353525
527,0.00030503,0.857923497
528,0.000416215,1.017910448
529,0.000269576,0.854477612
530,0.000360947,1.057142857
531,0.000168517,0.303571429
532,0.00052518,1.788085938
533,0.0005017,1.087130542
534,0.000382171,3.84582744
535,0.000368278,1.033769814
536,0.000480904,1.041284404
537,0.000402657,1.079472231
538,0.000417002,1.19787234
539,0.000321656,1.124277457
540,0.000302246,0.663793103
541,0.00040375,29.27272727
542,0.000225604,1.469335055
543,0.000391155,0.863636364
544,0.000341162,0.705202312
545,0.000320648,0.945586457
546,4.39E-05,0
547,0.000370054,0.230769231
548,0.000554477,0.698175788
549,0.000485044,0.640449438
550,0.000356953,0.702265372
551,0.000565401,1.064770932
552,0.000517961,1.091644205
553,0.000392,1.096774194
554,0.000311953,1.285714286
555,0.000534544,1.251824818
556,0.000490436,0.868686869
557,0.000404569,0.945704467
558,0.000369485,1.064393939
559,0.000469705,0.83744856
560,0.000419484,0.984550562
561,0.000414443,0.910364146
562,6.04E-05,0.2
563,0.000236929,1.090909091
564,0.00042325,0.944613512
565,7.68E-05,0.12987013
566,0.000275763,0.857605178
567,0.000460176,0.835497835
568,0.000538334,0.899837134
569,0.000338882,1.035851472
570,0.000603839,0.802069858
571,0.000582191,1.054017249
572,0.000291074,0.650684932
573,0.000352836,0.855932203
574,0.000427892,1.003072197
575,0.000368068,0.81980198
576,0.000262883,0.457317073
577,0.000444431,0.76816609
578,0.000497203,0.996078431
579,0.000464126,0.90807393
580,0.000354432,1.046624913
581,0.000509003,0.878868258
582,0.00063574,0.964795433
583,0.000442984,0.576559546
584,0.000459664,0.917184265
585,0.000422027,0.858536585
586,0.000249874,0.790432802
587,0.000509486,0.878524946
588,0.000504385,0.961254613
589,0.000593163,1.033037873
590,0.000533662,0.911571025
591,0.000387297,0.672605791
592,0.000570392,0.643835616
593,0.000387202,1.090909091
594,0.000449952,0.58974359
595,0.000394758,1.057116105
596,0.000342518,0.932515337
597,0.000335679,0.88863109
598,0.000467917,0.853889943
599,0.000388781,1.044418469
600,0.000642739,0.883116883
601,0.000565315,0.860465116
602,0.000523358,0.66384778
603,0.000570753,0.70781893
604,0.000363281,0.544502618
605,0.000393072,1.342592593
606,0.000404193,0.64664311
607,0.000318597,0.846456693
608,0.000432567,0.571823204
609,0.000528498,0.656509695
610,0.000467989,0.828173375
611,0.000438265,0.817258883
612,0.000478195,0.719836401
613,0.00059205,0.728571429
614,0.00055735,0.903546099
615,0.000547456,1.071005917
616,0.000558649,1.173061864
617,0.000549014,1.008541794
618,0.000548748,0.918807811
619,0.000448139,1.085946574
620,0.000431775,0.827586207
621,0.000443056,1.273358586
622,0.000467951,0.983516484
623,0.00049226,1.634146341
624,0.000316173,1.231449772
625,0.00039744,1.032392027
626,0.000515913,1.259714381
627,0.000581348,0.93485342
628,0.000572583,0.933333333
629,0.000447017,1.095794393
630,0.000374285,1.092298098
631,0.000498015,0.819105691
632,0.000556967,0.820197044
633,0.000594165,0.735449735
634,0.000805019,0.866945607
635,0.000538892,0.872807018
636,0.000557266,0.993294216
637,0.000358314,0.85335689
638,0.000486161,1.070660522
639,0.000413201,0.258741259
640,0.000385884,0.837349398
641,0.000372443,0.74137931
642,0.00053878,1.029106029
643,0.000474968,1.279279279
644,0.000409333,1.882783883
645,0.000557338,0.699708455
646,0.000597042,0.630853994
647,0.000672723,0.851428571
648,0.000455749,0.887640449
649,0.000457823,0.701825558
650,0.000498631,0.931910569
651,0.000338607,0.718631179
652,0.000497825,0.695970696
653,0.000621855,0.804577465
654,0.00052221,0.753355705
655,0.000492749,0.925641026
656,0.00046723,0.823347107
657,0.000442922,1.045023697
658,0.000615912,0.660839161
659,0.000509257,1.085680048
660,0.000320258,1.166014096
661,0.000688516,1.070304976
662,0.000573041,0.97415507
663,0.0006577,0.896078431
664,0.000613856,1.317293233
665,0.000775986,0.768992248
666,0.00052302,0.819277108
667,0.00053345,0.743378995
668,0.000502142,0.803418803
669,0.000445922,0.946784922
670,0.000382222,0.373563218
671,0.000390775,0.6
672,0.000411307,0.496753247
673,0.000410618,0.509615385
674,0.000480102,0.884615385
675,0.000503226,0.704491726
676,0.000685621,1.705685619
677,0.000354274,0.674657534
678,0.000397912,0.475149105
679,0.000471535,0.711638251
680,0.000329123,0.845878136
681,0.000463229,0.908163265
682,0.000301213,0.888888889
683,0.000344647,0.848263254
684,0.000301735,1.735294118
685,0.000311753,0.969811321
686,0.000338689,0.790780142
687,0.000330706,0.833333333
688,0.000383285,0.960612691
689,0.000526154,1.285714286
690,0.000501608,1.14177743
691,0.000529614,1.205171445
692,0.000552306,1.784685864
693,0.000370041,1.323651452
694,0.000484619,1.191722973
695,0.000560016,0.773856209
696,0.000611204,1.077209533
697,0.000684728,1.444514902
698,0.000410753,17.45454545
699,0.000763014,0.8465
700,0.000865863,0.956726987
701,0.000665925,0.793258427
702,0.000378513,0.848837209
703,0.000626553,0.664568345
704,0.000619363,1.249721293
705,0.000579972,1.487021014
706,9.75E-05,0.672413793
707,0.000394798,0.506993007
708,0.000207203,0.05952381
709,0.00018544,0.315789474
710,0.000616827,0.90989011
711,0.000382803,0.741100324
712,0.00038999,0.947349043
713,9.94E-05,0.401960784
714,0.0004705,0.6125
715,0.000421579,0.884169884
716,0.000486891,0.965879265
717,0.0003728,0.712025316
718,0.000263205,0.592592593
719,5.16E-05,0.066666667
720,0.000191654,0.779816514
721,0.000168897,0.166666667
722,0.000178025,0.769230769
723,0.000319187,0.804511278
724,0.000293264,0.62109375
725,0.000438621,0.917177914
726,0.000262417,0.793650794
727,0.000325357,0.744
728,7.06E-05,0
729,0.0002142,0.76
730,0.000282531,1
731,0.000299695,0.939252336
732,0.00036694,0.765384615
733,0.000370123,0.982367758
734,0.000466496,0.515980231
735,0.000341361,0.949248883
736,0.000275913,1.03875969
737,0.000201377,0.47826087
738,0.00023926,0.741092637
739,0.000229375,0.915254237
740,0.000297691,1.096585366
741,0.00025025,0.891304348
742,0.000232451,0.770053476
743,0.000357806,0.918410042
744,0.000317229,0.92942743
745,0.000404954,0.858681023
746,0.000429107,0.991489362
747,0.000390533,0.839160839
748,0.000313401,0.733870968
749,0.000192696,0.47826087
750,0.000214561,0.88
751,6.94E-05,0.789473684
752,0.000367812,0.874659401
753,0.000433943,0.899122807
754,0.00038679,0.956590371
755,0.000187053,0.817708333
756,0.00037321,0.742616034
757,0.000312536,0.9125
758,0.000305254,0.694552529
759,0.000251684,0.727272727
760,0.000248846,0.199438202
761,0.000217765,0.940936864
762,7.32E-05,0.785714286
763,0.000256888,0.958105647
764,0.000254238,0.89261745
765,0.000234744,0.375
766,0.000299943,0.729357798
767,0.000289011,0.532727273
768,0.000246184,2.468189233
769,0.000217197,0.892473118
770,0.000364531,1.039766082
771,0.000319328,0.775477707
772,0.000358677,1.088855422
773,0.000322303,0.786713287
774,0.00026367,0.814558059
775,0.000237261,0.626086957
776,0.000553909,1.842351369
777,0.000530451,0.780141844
778,0.000325892,0.718085106
779,4.13E-05,0
780,6.15E-05,0
781,0.000182699,0.24
782,0.000329874,0.440261866
783,4.66E-05,0.5
784,0.000420995,0.727868852
785,0.000599206,0.881431767
786,0.000296866,0.730769231
787,0.000312766,0.438818565
788,0.000630461,0.923076923
789,0.000219577,0.919642857
790,0.000385095,0.651041667
791,0.000368746,0.757777778
792,6.12E-05,0
793,0.000353859,0.686956522
794,0.000241992,0.759615385
795,0.000455146,0.677316294
796,0.000496277,0.693512304
797,0.000578591,0.76097561
798,0.000500249,0.757847534
799,0.000559998,0.626931567
800,0.000453172,1.014035088
801,0.000463682,0.628571429
802,0.000456999,1.043478261
803,7.75E-05,0
804,0.00042806,0.848372093
805,0.000556965,0.885462555
806,0.00047669,0.405010438
807,0.000415254,0.578817734
808,0.000347855,1.158833063
809,0.000350551,0.728952772
810,0.000355524,0.912306926
811,0.00035606,0.994657168
812,0.000841835,0.713519313
813,0.000627712,0.644268775
814,0.000431765,1.11002994
815,9.95E-05,0.5
816,0.000346521,0.803108808
817,0.000293188,0.702031603
818,0.000357,1.118289786
819,0.000442354,1.00286533
820,0.00058828,0.907226563
821,0.000340065,0.378617838
822,0.000345404,0.822289157
823,0.000346069,0.645051195
824,0.000456415,0.800458716
825,0.000279174,0.604477612
826,0.000353524,0.613496933
827,0.000391819,0.90625
828,0.000420495,1.200913242
829,0.000670125,0.819112628
830,0.000437171,0.745421245
831,0.000482208,0.594968553
832,0.000527728,1.054163298
833,0.000370358,0.573012939
834,0.000509805,0.708242159
835,0.000599766,0.882778582
836,0.000386765,0.773109244
837,0.000432717,0.715294118
838,0.000414026,0.428571429
839,0.000380928,0.933971292
840,0.000257746,0.712765957
841,0.000330214,0.593023256
842,0.000395345,2.291316527
843,7.19E-05,0.222222222
844,0.000195192,2.635049792
845,0.000233773,17.23999854
846,6.23E-05,0.273381295
847,0.000182393,0.592356688
848,0.000190937,0.424581006
849,0.000153976,0.12037037
850,0.000164639,0.147727273
851,0.000142538,0.245614035
852,3.80E-05,0
853,5.89E-05,0.217687075
854,0.00013316,0.479704797
855,5.77E-05,0
856,0.000219705,1.279827798
857,0.000110764,0
858,4.91E-05,0.612903226
859,0.000122283,0.326923077
860,7.00E-05,0.470238095
861,7.25E-05,0.679487179
862,0.000119373,0.306451613
863,0.000161023,2.777728461
864,0.000117309,0.263157895
865,0.000186723,0.612987013
866,6.18E-05,0.433333333
867,0.000100371,0.169491525
868,0.000382459,0.557251908
869,0.000219346,0.789281364
870,0.000354915,0.922651934
871,0.000568082,0.495614035
872,0.000476639,0.836065574
873,0.000315311,1.240594059
874,0.000450975,2.212182741
875,0.000394114,4.102564103
876,6.04E-05,0.396825397
877,0.000169575,0.564885496
878,0.000162489,0.672727273
879,0.000215363,0.894150418
880,0.00019109,0.25
881,0.0002102,0.433098592
882,0.000187109,0.8
883,0.00011891,0.066666667
884,0.000134519,0.139130435
885,4.01E-05,0
886,5.70E-05,0.47826087
887,0.000152263,0.252427184
888,0.000198403,0.510204082
889,0.000167469,0.229007634
890,0.000271376,1.154411765
891,5.77E-05,0.45
892,0.000219248,3.702473261
893,7.52E-05,2.626168224
894,0.000439031,2.245283019
895,0.000405244,0.407554672
896,0.000250967,1.509219816
897,7.81E-05,0.147482014
898,0.000207507,0.528301887
899,0.000141255,0.190871369
900,0.000276544,0.696153846
901,0.000349449,0.49704142
902,0.000378805,0.624624625
903,0.000105338,0.744791667
904,0.000502514,0.370242215
905,0.000355896,0.386029412
906,0.00042755,0.852173913
907,0.000148447,0.262948207
908,0.000493705,0.735735736
909,7.62E-05,0.508474576
910,0.000269079,0.840909091
911,0.000395716,0.908256881
912,0.000420924,0.490595611
913,0.000324385,0.532637076
914,0.000445913,0.636645963
915,0.000589615,0.791633146
916,0.000290875,0.359139785
917,0.00034994,1.903041825
918,0.000265666,0.49704142
919,0.000185522,0.64556962
920,0.000275376,0.149152542
921,0.000334548,0.579710145
922,0.000403068,0.62290227
923,0.000545648,0.791528239
924,0.000584445,0.64927686
925,0.000373133,1.100765306
926,0.000366321,0.672727273
927,0.000147055,0.444444444
928,0.000533105,2.354297694
929,0.000467803,0.74853114
930,0.00034108,0.34375
931,0.000270243,0.555555556
932,0.000354037,1.828125
933,0.000368907,0.863989637
934,0.000257397,1.219638243
935,0.000207677,1.178571429
936,0.000197089,1.813186813
937,0.000199631,0.923529412
938,0.000243991,2.610419907
939,0.000178744,0.719457014
940,4.19E-05,0
941,0.000128074,0.085271318
942,6.08E-05,0.772727273
943,5.53E-05,0.051282051
944,0.00018396,0.252252252
945,0.00022632,1.366197183
946,0.00025084,1.137976347
947,0.000170861,0.608490566
948,0.000281553,1.060728745
949,0.000397869,2.953821656
950,0.000166426,0.868131868
951,0.000167349,1.56
952,0.000244208,1.024115756
953,0.000249211,0.713629403
954,0.000166625,0.454545455
955,0.000233846,0.577294686
956,0.000203354,0.197916667
957,0.000256193,0.633928571
958,0.000168085,1.427184466
959,0.000160532,0.052015605
960,0.000148543,0.295774648
961,0.000109646,0.3125
962,0.000276361,3.051020408
963,0.000183783,0.203883495
964,0.000130952,0.150793651
965,0.000170582,0.402777778
966,0.00014144,0
967,9.17E-05,0.166666667
968,0.000300314,3.704402516
969,0.00012336,0.042253521
970,4.32E-05,0
971,5.55E-05,0.48
972,0.000150691,0.192592593
973,0.00024776,0.639198218
974,0.000245242,0.443579767
975,0.000331105,0.419724771
976,0.00025018,0.444444444
977,0.000241166,0.731034483
978,0.000377449,0.468208092
979,0.000467418,0.874883577
980,0.000322995,2.130781499
981,0.000261447,0.803827751
982,0.000322475,0.33203125
983,0.000280027,0.516129032
984,0.000387747,0.937360179
985,0.000465342,1.334481274
986,0.000260179,0.320895522
987,0.000218294,34.237
988,0.000356997,0.90403071
989,0.000268502,9.715532286
990,0.000129357,0.106060606
991,0.000135749,0.308
992,0.000216116,1.923076923
993,4.19E-05,0
994,0.000350984,6.215384615
995,0.00025209,1.39524838
996,0.000313146,5.404475043
997,0.00026724,1.157488987
998,0.000224126,0.297385621
999,0.000325367,1.498342541
1000,0.000152673,0.259067358
1001,0.000130697,1.25
1002,0.00024549,1.9
1003,0.000163275,0.151898734
1004,0.000113307,0.072164948
1005,0.000135352,1.666666667
1006,0.000199171,0.761111111
1007,0.000391509,0.745098039
1008,0.00042502,2.084497207
1009,0.000417573,1.252649191
1010,0.000610964,1.204819277
1011,0.000531937,0.511821975
1012,0.000600282,0.964155529
1013,0.000487611,0.786271451
1014,0.000696564,0.471395881
1015,0.000449847,0.40952381
1016,0.000168763,0.584415584
1017,5.60E-05,0
1018,0.000255827,0.491408935
1019,0.000249972,0.142322097
1020,0.000448592,0.526315789
